1:06:00:09:00,20,0
1:06:05:09:00,16,0
1:06:05:21:00,16,0
1:06:05:30:00,0,20
1:06:05:33:00,16,0
1:06:05:40:00,20,0
1:06:05:42:00,0,20
1:06:05:44:00,0,20
1:06:05:52:00,20,0
1:06:05:54:00,0,20
1:06:05:56:00,0,20
1:06:06:04:00,20,0
1:06:06:08:00,0,20
1:06:06:16:00,20,0
1:06:06:20:00,0,20
1:06:06:27:00,16,0
1:06:06:28:00,20,0
1:06:06:32:00,0,20
1:06:06:38:00,20,0
1:06:06:43:00,0,20
1:06:06:48:00,0,20
1:06:06:48:00,20,0
1:06:06:53:00,0,20
1:06:06:58:00,20,0
1:06:07:03:00,0,20
1:06:07:08:00,20,0
1:06:07:13:00,0,20
1:06:07:18:00,20,0
1:06:07:23:00,0,20
1:06:07:28:00,20,0
1:06:07:33:00,0,20
1:06:07:38:00,20,0
1:06:07:43:00,0,20
1:06:07:48:00,20,0
1:06:07:53:00,0,20
1:06:07:58:00,20,0
1:06:08:03:00,0,20
1:06:08:08:00,20,0
1:06:08:13:00,0,20
1:06:08:18:00,20,0
1:06:08:23:00,0,20
1:06:08:28:00,20,0
1:06:08:33:00,0,20
1:06:08:38:00,20,0
1:06:08:43:00,0,20
1:06:08:48:00,20,0
1:06:08:53:00,0,20
1:06:08:58:00,20,0
1:06:09:03:00,0,20
1:06:09:03:00,0,20
1:06:09:08:00,20,0
1:06:09:13:00,0,20
1:06:09:13:00,0,20
1:06:09:18:00,20,0
1:06:09:23:00,0,20
1:06:09:23:00,0,20
1:06:09:28:00,20,0
1:06:09:33:00,0,20
1:06:09:33:00,0,20
1:06:09:38:00,20,0
1:06:09:43:00,0,20
1:06:09:43:00,0,20
1:06:09:48:00,20,0
1:06:09:53:00,0,20
1:06:09:53:00,0,20
1:06:09:58:00,20,0
1:06:17:01:00,0,20
1:06:17:09:00,20,0
1:06:17:11:00,0,20
1:06:17:19:00,20,0
1:06:17:22:00,0,20
1:06:17:29:00,20,0
1:06:17:32:00,0,20
1:06:17:39:00,20,0
1:06:17:42:00,0,20
1:06:17:49:00,20,0
1:06:17:52:00,0,20
1:06:17:59:00,20,0
1:06:18:02:00,0,20
1:06:18:09:00,20,0
1:06:18:12:00,0,20
1:06:18:19:00,20,0
1:06:18:22:00,0,20
1:06:18:30:00,20,0
1:06:18:32:00,0,20
1:06:18:40:00,20,0
1:06:18:43:00,0,20
1:06:18:50:00,20,0
1:06:18:53:00,0,20
1:06:19:00:00,20,0
1:06:19:03:00,0,20
1:06:19:10:00,20,0
1:06:19:13:00,0,20
1:06:19:20:00,20,0
1:06:19:23:00,0,20
1:06:19:30:00,20,0
1:06:19:33:00,0,20
1:06:19:42:00,20,0
1:06:19:44:00,0,20
1:06:19:44:00,20,0
1:06:19:54:00,20,0
1:06:19:56:00,0,20
1:06:20:06:00,20,0
1:06:20:08:00,0,20
1:06:20:18:00,20,0
1:06:20:20:00,0,20
1:06:20:30:00,20,0
1:06:20:32:00,0,20
1:06:20:42:00,20,0
1:06:20:44:00,0,20
1:06:20:54:00,20,0
1:06:20:56:00,0,20
1:06:21:06:00,20,0
1:06:21:08:00,0,20
1:06:21:17:00,20,0
1:06:21:20:00,0,20
1:06:21:29:00,20,0
1:06:21:32:00,0,20
1:06:21:41:00,20,0
1:06:21:44:00,0,20
1:06:21:50:00,0,20
1:06:21:53:00,20,0
1:06:21:56:00,0,20
1:06:22:06:00,20,0
1:06:22:08:00,0,20
1:06:22:18:00,20,0
1:06:22:20:00,0,20
1:06:22:30:00,20,0
1:06:22:32:00,0,20
1:06:22:42:00,20,0
1:06:22:44:00,0,20
1:06:22:54:00,20,0
1:06:22:56:00,0,20
1:06:23:06:00,20,0
1:06:23:08:00,0,20
1:06:23:10:00,20,0
1:06:23:20:00,0,20
1:06:23:21:00,20,0
1:06:23:32:00,0,20
1:06:23:33:00,20,0
1:06:23:44:00,0,20
1:06:23:45:00,20,0
1:06:23:57:00,20,0
