1:06:00:00:00,0,20
1:06:00:30:00,20,0
1:06:01:00:00,0,20
1:06:01:30:00,20,0
1:06:02:00:00,0,20
1:06:02:30:00,20,0
1:06:03:00:00,0,20
1:06:03:30:00,20,0
1:06:04:00:00,0,20
1:06:04:30:00,20,0
1:06:05:00:00,0,20
1:06:05:30:00,20,0
1:06:06:00:00,0,20
1:06:06:30:00,20,0
1:06:07:00:00,0,20
1:06:07:30:00,20,0
1:06:08:00:00,0,20
1:06:08:30:00,20,0
1:06:09:00:00,0,20
1:06:09:30:00,20,0
1:06:10:00:00,0,11
1:06:10:21:00,13,20
1:06:10:30:00,20,13
1:06:10:51:00,11,0
1:06:11:00:00,0,11
1:06:11:21:00,13,20
1:06:11:30:00,20,13
1:06:11:51:00,11,0
1:06:12:00:00,0,11
1:06:12:21:00,13,20
1:06:12:30:00,20,13
1:06:12:51:00,11,0
1:06:13:00:00,0,11
1:06:13:21:00,13,20
1:06:13:30:00,20,13
1:06:13:51:00,11,0
1:06:14:00:00,0,11
1:06:14:21:00,13,20
1:06:14:30:00,20,13
1:06:14:51:00,11,0
1:06:15:00:00,0,11
1:06:15:21:00,13,20
1:06:15:30:00,20,13
1:06:15:51:00,11,0
1:06:16:00:00,0,11
1:06:16:21:00,13,20
1:06:16:30:00,20,13
1:06:16:51:00,11,0
1:06:17:00:00,0,11
1:06:17:21:00,13,20
1:06:17:30:00,20,13
1:06:17:51:00,11,0
1:06:18:00:00,0,11
1:06:18:21:00,13,20
1:06:18:30:00,20,13
1:06:18:51:00,11,0
1:06:19:00:00,0,11
1:06:19:21:00,13,20
1:06:19:30:00,20,13
1:06:19:51:00,11,0
1:06:20:00:00,0,11
1:06:20:21:00,13,20
1:06:20:30:00,20,13
1:06:20:51:00,11,0
1:06:21:00:00,0,11
1:06:21:21:00,13,20
1:06:21:30:00,20,13
1:06:21:51:00,11,0
1:06:22:00:00,0,11
1:06:22:21:00,13,20
1:06:22:30:00,20,13
1:06:22:51:00,11,0
1:06:23:00:00,0,11
1:06:23:21:00,13,20
1:06:23:30:00,20,13
1:06:23:51:00,11,0
